"FY_YEAR","ORG_ROLL_NM","ORG_SHRT_NM","SORG_ROLL_CD","DOD_GRP_NM","DOD_OCC_NM","POS_TYP_CD","TOTAL"
"2015","Army","ARNG","G","Radar and Air Traffic Control","Air Traffic Control Radar","E",482
"2015","Army","ARNG","G","Religious, Morale and Welfare","Chaplain's Assistants","E",687
"2015","Army","ARNG","G","Technical Specialists, N.E.C.","Physical Science Laboratory","E",85
"2015","Army","ARNG","G","Technical Specialists, N.E.C.","Firefighting and Damage Control","E",398
"2015","Army","ARNG","G","Technical Specialists, N.E.C.","Memorial Activities and Embalming","E",113
"2015","Army","ARNG","G","Technical Specialists, N.E.C.","Nuclear, Biological, and Chemical Warfare Specialists","E",5930
"2015","Army","ARNG","G","Forward Area Equipment Support","Forward Area Equipment Support, General","E",359
"2015","Army","ARNG","G","Officer Candidates and Students","Students","E",36745
"2015","Army","ARNG","G","Officer Candidates and Students","Cadets and Other Officer Candidates","E",2274
"2015","Army","ARNG","G","Communications Center Operations","Communications Center Operations, General","E",1112
"2015","Army","ARNG","G","Accounting, Finance and Disbursing","Disbursing","E",1422
"2015","Army","ARNG","G","Material Receipt, Storage and Issue","Missile Fuel and Petroleum","E",5183
"2015","Army","ARNG","G","Material Receipt, Storage and Issue","Warehousing and Equipment Handling","E",44
"2015","Army","ARNG","G","Unmanned Vehicle Systems Operations","Unmanned Vehicle System (UVS) Operators, General","E",378
"2015","Army","ARNG","G","Engineering and Maintenance Officers","Other","O",27
"2015","Army","ARNG","G","Engineering and Maintenance Officers","Chemical","O",708
"2015","Army","ARNG","G","Engineering and Maintenance Officers","Ordnance","O",1243
"2015","Army","ARNG","G","Engineering and Maintenance Officers","Ship Machinery","O",2
"2015","Army","ARNG","G","Engineering and Maintenance Officers","Missile Maintenance","O",67
"2015","Army","ARNG","G","Engineering and Maintenance Officers","Automotive and Allied","O",1063
"2015","Army","ARNG","G","Engineering and Maintenance Officers","Electrical/Electronic","O",114
"2015","Army","ARNG","G","Engineering and Maintenance Officers","Communications and Radar","O",2050
"2015","Army","ARNG","G","Engineering and Maintenance Officers","Construction and Utilities","O",3120
"2015","Army","ARNG","G","Engineering and Maintenance Officers","Aviation Maintenance and Allied","O",151
"2015","Army","ARNG","G","Medical Administration and Logistics","Medical Logistics","E",262
"2015","Army","ARNG","G","Medical Administration and Logistics","Medical Administration","E",398
"2015","Army","ARNG","G","Biomedical Sciences and Allied Health","Diet Therapy","E",1
"2015","Army","ARNG","G","Biomedical Sciences and Allied Health","Veterinary Medicine","E",11
"2015","Army","ARNG","G","Biomedical Sciences and Allied Health","Ophthalmology/Optometry","E",5
"2015","Army","ARNG","G","Biomedical Sciences and Allied Health","Environmental Health/Preventive Medicine Services","E",91
"2015","Army","ARNG","G","Biomedical Sciences and Allied Health","Biomedical Equipment Maintenance & Repair Services","E",67
"2015","Army","ARNG","G","Missile Guidance, Control and Checkout","Missile Guidance and Control","E",251
"2015","Army","ARNG","G","Signal Intelligence/Electronic Warfare","Analysis","E",342
"2015","Army","ARNG","G","Signal Intelligence/Electronic Warfare","Electronic Countermeasures","E",141
"2015","Army","ARNG","G","Signal Intelligence/Electronic Warfare","Intercept Operators (Code and Non-Code)","E",345
"2015","Army","ARNG","G","Signal Intelligence/Electronic Warfare","Signal Intelligence/Electronic Warfare, General","E",37
"2015","Army","ARNG","G","General Officers and executives, N.E.C.","General and Flag","O",216
"2015","Army","ARNG","G","Supply, Procurement and Allied Officers","Supply","O",695
"2015","Army","ARNG","G","Supply, Procurement and Allied Officers","Food Service","O",79
"2015","Army","ARNG","G","Supply, Procurement and Allied Officers","Transportation","O",879
"2015","Army","ARNG","G","Supply, Procurement and Allied Officers","Logistics, General","O",3779
"2015","Army","ARNG","G","Supply, Procurement and Allied Officers","Procurement and Production","O",67
"2015","Army","ARNG","G","Artillery/Gunnery, Rockets, and Missiles","Rocket Artillery","E",1271
"2015","Army","ARNG","G","Artillery/Gunnery, Rockets, and Missiles","Artillery and Gunnery","E",6752
"2015","Army","ARNG","G","Artillery/Gunnery, Rockets, and Missiles","Missile Artillery, Operating Crew","E",2517
"2015","Army","ARNG","G","Other Mechanical and Electrical Equipment","Other Mechanical and Electrical Equipment, General","E",1128
"2015","Army","ARNG","G","Fire Control Electronic Systems (Non-Missile)","Shipboard and Other Fire Control","E",189
"2015","Army","ARNG","G","Mapping, Surveying, Drafting, and Illustrating","Drafting","E",449
"2015","Army","ARNG","G","Mapping, Surveying, Drafting, and Illustrating","Surveying","E",625
"2015","Army","USAR","V","Infantry","Special Forces","E",508
"2015","Army","USAR","V","Infantry","Infantry, General","E",29447
"2015","Army","USAR","V","Musicians","Musicians, General","E",1194
"2015","Army","USAR","V","Personnel","Personnel, General","E",17673
"2015","Army","USAR","V","Personnel","Recruiting and Counseling","E",3644
"2015","Army","USAR","V","Utilities","Electricians","E",1409
"2015","Army","USAR","V","Utilities","Utilities, General","E",4492
"2015","Army","USAR","V","Automotive","Tracked Vehicles","E",4083
"2015","Army","USAR","V","Automotive","Automotive, General","E",21146
"2015","Army","USAR","V","Automotive","Construction Equipment","E",2138
"2015","Army","USAR","V","Seamanship","Small Boat Operators","E",476
"2015","Army","USAR","V","Dental Care","Dental Hygiene","E",141
"2015","Army","USAR","V","Dental Care","Dental Laboratory","E",70
"2015","Army","USAR","V","Dental Care","Dental Care, General","E",1193
"2015","Army","USAR","V","Photography","Photography, General","E",613
"2015","Army","USAR","V","Radio/Radar","Communications Radio","E",7383
"2015","Army","USAR","V","Radio/Radar","Surveillance/Target Acquisition and Tracking Radar","E",95
"2015","Army","USAR","V","Radio/Radar","Navigation, Communication and Countermeasure, N.E.C.","E",3812
"2015","Army","USAR","V","Construction","Woodworking","E",2903
"2015","Army","USAR","V","Construction","Construction, General","E",2246
"2015","Army","USAR","V","Construction","Construction Equipment Operation","E",7648
"2015","Army","USAR","V","Food Service","Food Service, General","E",9373
"2015","Army","USAR","V","Intelligence","Counterintelligence","E",571
"2015","Army","USAR","V","Intelligence","Image Interpretation","E",822
"2015","Army","USAR","V","Intelligence","Operational Intelligence","E",6647
"2015","Army","USAR","V","Intelligence","Language Interrogation/Interpretation","E",2588
"2015","Army","USAR","V","Medical Care","Orthopedic Services","E",64
"2015","Army","USAR","V","Medical Care","Licensed Practical Nurse","E",1598
"2015","Army","USAR","V","Medical Care","Respiratory Therapy Services","E",186
"2015","Army","USAR","V","Medical Care","Operating Room Services/Surgery","E",1029
"2015","Army","USAR","V","Medical Care","Medical Care and Treatment, General","E",13951
"2015","Army","USAR","V","Medical Care","Physical/Occupational Therapy Services","E",162
"2015","Army","USAR","V","Medical Care","Behavioral Sciences/Mental Health Services","E",739
"2015","Army","USAR","V","Metalworking","Machinists","E",1020
"2015","Army","USAR","V","Administration","Legal","E",1694
"2015","Army","USAR","V","Administrators","Police","O",2681
"2015","Army","USAR","V","Administrators","Information","O",26
"2015","Army","USAR","V","Administrators","Data Processing","O",481
"2015","Army","USAR","V","Administrators","Morale and Welfare","O",44
"2015","Army","USAR","V","Administrators","Manpower and Personnel","O",2904
"2015","Army","USAR","V","Administrators","Comptrollers and Fiscal","O",568
"2015","Army","USAR","V","Auxiliary Labor","Auxiliary Labor, General","E",92
"2015","Army","USAR","V","Data Processing","Operations/Analysts","E",4851
"2015","Army","USAR","V","Law Enforcement","Corrections","E",2065
"2015","Army","USAR","V","Law Enforcement","Investigations","E",332
"2015","Army","USAR","V","Law Enforcement","Law Enforcement, General","E",15290
"2015","Army","USAR","V","Motor Transport","Railway Operators","E",201
"2015","Army","USAR","V","Motor Transport","Motor Vehicle Operators","E",21165
"2015","Army","USAR","V","Personal Service","Laundry and Personal Service, General","E",2302
"2015","Army","USAR","V","Unknown, Officer","Unknown, Officer","O",7743
"2015","Army","USAR","V","Unknown, Enlisted","Unknown, Enlisted","E",21367
"2015","Army","USAR","V","Clerical/Personnel","First Sergeants, Sergeants Major, and Leading Chiefs","E",498
"2015","Army","USAR","V","Combat Engineering","Combat Engineering, General","E",12567
"2015","Army","USAR","V","Wire Communications","Linemen","E",1236
"2015","Army","USAR","V","Armor and Amphibious","Armor and Amphibious, General","E",3823
"2015","Army","USAR","V","Health Care Officers","Urology","O",19
"2015","Army","USAR","V","Health Care Officers","Pharmacy","O",161
"2015","Army","USAR","V","Health Care Officers","Podiatry","O",9
"2015","Army","USAR","V","Health Care Officers","Dietician","O",131
"2015","Army","USAR","V","Health Care Officers","Neurology","O",10
"2015","Army","USAR","V","Health Care Officers","Optometry","O",94
"2015","Army","USAR","V","Health Care Officers","Pathology","O",21
"2015","Army","USAR","V","Health Care Officers","Cardiology","O",12
"2015","Army","USAR","V","Health Care Officers","Entomology","O",28
"2015","Army","USAR","V","Health Care Officers","Nephrology","O",4
"2015","Army","USAR","V","Health Care Officers","Psychiatry","O",108
"2015","Army","USAR","V","Health Care Officers","Dermatology","O",4
"2015","Army","USAR","V","Health Care Officers","Endodontics","O",10
"2015","Army","USAR","V","Health Care Officers","Pedodontics","O",3
"2015","Army","USAR","V","Health Care Officers","Social Work","O",113
"2015","Army","USAR","V","Health Care Officers","Biochemistry","O",32
"2015","Army","USAR","V","Health Care Officers","Microbiology","O",19
"2015","Army","USAR","V","Health Care Officers","Orthodontics","O",2
"2015","Army","USAR","V","Health Care Officers","Periodontics","O",5
"2015","Army","USAR","V","Health Care Officers","Rheumatology","O",2
"2015","Army","USAR","V","Health Care Officers","Endocrinology","O",3
"2015","Army","USAR","V","Health Care Officers","Nurse Midwife","O",2
"2015","Army","USAR","V","Health Care Officers","Ophthalmology","O",23
"2015","Army","USAR","V","Health Care Officers","Veterinarians","O",367
"2015","Army","USAR","V","Health Care Officers","Anesthesiology","O",102
"2015","Army","USAR","V","Health Care Officers","Oral Pathology","O",1
"2015","Army","USAR","V","Health Care Officers","Prosthodontics","O",9
"2015","Army","USAR","V","Health Care Officers","Family Practice","O",341
"2015","Army","USAR","V","Health Care Officers","General Surgery","O",204
"2015","Army","USAR","V","Health Care Officers","Plastic Surgery","O",11
"2015","Army","USAR","V","Health Care Officers","Gastroenterology","O",6
"2015","Army","USAR","V","Health Care Officers","General Medicine","O",61
"2015","Army","USAR","V","Health Care Officers","Nuclear Medicine","O",1
"2015","Army","USAR","V","Health Care Officers","Obstetrics Nurse","O",37
"2015","Army","USAR","V","Health Care Officers","Physical Therapy","O",187
"2015","Army","USAR","V","Health Care Officers","General Dentistry","O",579
"2015","Army","USAR","V","Health Care Officers","Internal Medicine","O",133
"2015","Army","USAR","V","Health Care Officers","Nurse Anesthetist","O",654
"2015","Army","USAR","V","Health Care Officers","Pulmonary Disease","O",4
"2015","Army","USAR","V","Health Care Officers","Emergency Medicine","O",182
"2015","Army","USAR","V","Health Care Officers","Infectious Disease","O",6
"2015","Army","USAR","V","Health Care Officers","Orthopedic Surgery","O",80
"2015","Army","USAR","V","Health Care Officers","Critical Care Nurse","O",725
"2015","Army","USAR","V","Health Care Officers","Executive Dentistry","O",1
"2015","Army","USAR","V","Health Care Officers","Mental Health Nurse","O",116
"2015","Army","USAR","V","Health Care Officers","Otorhinolaryngology","O",20
"2015","Army","USAR","V","Health Care Officers","Pediatrics, General","O",28
"2015","Army","USAR","V","Health Care Officers","Physician Assistant","O",497
"2015","Army","USAR","V","Health Care Officers","Preventive Medicine","O",19
"2015","Army","USAR","V","Health Care Officers","Audiology and Speech","O",23
"2015","Army","USAR","V","Health Care Officers","Clinical Laboratory ","O",147
"2015","Army","USAR","V","Health Care Officers","Neurological Surgery","O",21
"2015","Army","USAR","V","Health Care Officers","Occupational Therapy","O",119
"2015","Army","USAR","V","Health Care Officers","Operating Room Nurse","O",432
"2015","Army","USAR","V","Health Care Officers","Psychology, Clinical","O",107
"2015","Army","USAR","V","Health Care Officers","Obstetrics/Gynecology","O",66
"2015","Army","USAR","V","Health Care Officers","Occupational Medicine","O",8
"2015","Army","USAR","V","Health Care Officers","Radiology, Diagnostic","O",47
"2015","Army","USAR","V","Health Care Officers","Allergy and Immunology","O",4
"2015","Army","USAR","V","Health Care Officers","Community Health Nurse","O",72
"2015","Army","USAR","V","Health Care Officers","Emergency/Trauma Nurse","O",319
"2015","Army","USAR","V","Health Care Officers","Medical/Surgical Nurse","O",2983
"2015","Army","USAR","V","Health Care Officers","Radiology, Therapeutic","O",4
"2015","Army","USAR","V","Health Care Officers","Comprehensive Dentistry","O",35
"2015","Army","USAR","V","Health Care Officers","Hematology and Oncology","O",5
"2015","Army","USAR","V","Health Care Officers","Nuclear Medical Science","O",23
"2015","Army","USAR","V","Health Care Officers","Public Health Dentistry","O",1
"2015","Army","USAR","V","Health Care Officers","Cardiac/Thoracic Surgery","O",19
"2015","Army","USAR","V","Health Care Officers","General and Other Nurses","O",1
"2015","Army","USAR","V","Health Care Officers","Psychology, Non-Clinical","O",4
"2015","Army","USAR","V","Health Care Officers","Family Nurse Practitioner","O",133
"2015","Army","USAR","V","Health Care Officers","Oral Maxillofacial Surgery","O",21
"2015","Army","USAR","V","Health Care Officers","Pediatrics, Subspecialties","O",2
"2015","Army","USAR","V","Health Care Officers","Peripheral Vascular Surgery","O",4
"2015","Army","USAR","V","Health Care Officers","Veterinarian Food Technician","O",19
"2015","Army","USAR","V","Health Care Officers","Environmental Health Services","O",242
"2015","Army","USAR","V","Health Care Officers","Critical Care/Trauma, Medicine","O",1
"2015","Army","USAR","V","Health Care Officers","Health Services Administration","O",3054
"2015","Army","USAR","V","Health Care Officers","Mental Health Nurse Practitioner","O",33
"2015","Army","USAR","V","Health Care Officers","Physical/Rehabilitation Medicine","O",10
"2015","Army","USAR","V","Health Care Officers","Biomedical Equipment Maintenance and Repair ","O",52
"2015","Army","USAR","V","Health Care Officers","Aviation/Aerospace Medicine, Residency Trained Aerospace","O",9
"2015","Army","USAR","V","Radio and Radio Code","Radio Code","E",777
"2015","Army","USAR","V","Shipboard Propulsion","Auxiliaries","E",359
"2015","Army","USAR","V","Intelligence Officers","Counterintelligence","O",434
"2015","Army","USAR","V","Intelligence Officers","Intelligence, General","O",4242
"2015","Army","USAR","V","Intelligence Officers","Communications Intelligence","O",236
"2015","Army","USAR","V","Armament and Munitions","Ammunition Repair","E",3120
"2015","Army","USAR","V","Armament and Munitions","Aviation Ordnance","E",245
"2015","Army","USAR","V","Armament and Munitions","Small Arms Repair","E",865
"2015","Army","USAR","V","Patients and Prisoners","Patients","E",21
"2015","Army","USAR","V","Other Functional Support","Unit Supply","E",278
"2015","Army","USAR","V","Other Functional Support","Transportation","E",4179
"2015","Army","USAR","V","Other Functional Support","Flight Operations","E",797
"2015","Army","USAR","V","Other Functional Support","Supply Administration","E",23605
"2015","Army","USAR","V","Undesignated Occupations","Undesignated Occupations, General","E",1661
"2015","Army","USAR","V","Ancillary Medical Support","Pharmacy","E",451
"2015","Army","USAR","V","Ancillary Medical Support","Radiology","E",532
"2015","Army","USAR","V","Ancillary Medical Support","Biomedical Laboratory Services","E",1109
"2015","Army","USAR","V","Combat Operations Control","Combat Operations Control, General","E",7680
"2015","Army","USAR","V","Information and Education","Information and Education, General","E",4534
"2015","Army","USAR","V","Non-Occupational, Officer","Students","O",856
"2015","Army","USAR","V","Non-Occupational, Officer","Non-Occupational, Other","O",2092
"2015","Army","USAR","V","Other Electronic Equipment","Electronic Instruments, N.E.C.","E",862
"2015","Army","USAR","V","Power Generating Equipment","Electric Power","E",3313
"2015","Army","USAR","V","Not Occupationally Qualified","Not Occupationally Qualified, General","E",649
"2015","Army","USAR","V","Ordnance Disposal and Diving","Divers","E",108
"2015","Army","USAR","V","Ordnance Disposal and Diving","EOD/UDT","E",634
"2015","Army","USAR","V","Scientists and Professionals","Legal","O",2446
"2015","Army","USAR","V","Scientists and Professionals","Chaplains","O",944
"2015","Army","USAR","V","Scientists and Professionals","Psychologists","O",317
"2015","Army","USAR","V","Scientists and Professionals","Social Scientists","O",2343
"2015","Army","USAR","V","Scientists and Professionals","Physical Scientists","O",3
"2015","Army","USAR","V","Scientists and Professionals","Mathematicians and Statisticians","O",5
"2015","Army","USAR","V","Scientists and Professionals","Research and Development Coordinators","O",43
"2015","Army","USAR","V","Tactical Operations Officers","Operations Staff","O",521
"2015","Army","USAR","V","Tactical Operations Officers","Helicopter Pilots","O",2920
"2015","Army","USAR","V","Tactical Operations Officers","Ground and Naval Arms","O",7605
"2015","Army","USAR","V","Tactical Operations Officers","Other Fixed-Wing Pilots","O",327
"2015","Army","USAR","V","Tactical Operations Officers","Unmanned Vehicle (UV) Operators","O",41
"2015","Army","USAR","V","Aircraft and Aircraft Related","Aircraft Engines","E",208
"2015","Army","USAR","V","Aircraft and Aircraft Related","Aircraft, General","E",2881
"2015","Army","USAR","V","Aircraft and Aircraft Related","Aircraft Structures","E",228
"2015","Army","USAR","V","Aircraft and Aircraft Related","Aircraft Accessories","E",644
"2015","Army","USAR","V","Radar and Air Traffic Control","Radar","E",237
"2015","Army","USAR","V","Radar and Air Traffic Control","Air Traffic Control Radar","E",257
"2015","Army","USAR","V","Religious, Morale and Welfare","Chaplain's Assistants","E",1201
"2015","Army","USAR","V","Technical Specialists, N.E.C.","Physical Science Laboratory","E",368
"2015","Army","USAR","V","Technical Specialists, N.E.C.","Firefighting and Damage Control","E",627
"2015","Army","USAR","V","Technical Specialists, N.E.C.","Memorial Activities and Embalming","E",836
"2015","Army","USAR","V","Technical Specialists, N.E.C.","Nuclear, Biological, and Chemical Warfare Specialists","E",8705
"2015","Army","USAR","V","Forward Area Equipment Support","Forward Area Equipment Support, General","E",780
"2015","Army","USAR","V","Officer Candidates and Students","Students","E",1845
"2015","Army","USAR","V","Officer Candidates and Students","Cadets and Other Officer Candidates","E",571
"2015","Army","USAR","V","Communications Center Operations","Communications Center Operations, General","E",1552
"2015","Army","USAR","V","Accounting, Finance and Disbursing","Disbursing","E",2360
"2015","Army","USAR","V","Material Receipt, Storage and Issue","Missile Fuel and Petroleum","E",9086
"2015","Army","USAR","V","Material Receipt, Storage and Issue","Warehousing and Equipment Handling","E",3171
"2015","Army","USAR","V","Unmanned Vehicle Systems Operations","Unmanned Vehicle System (UVS) Operators, General","E",260
"2015","Army","USAR","V","Engineering and Maintenance Officers","Other","O",29
"2015","Army","USAR","V","Engineering and Maintenance Officers","Chemical","O",1066
"2015","Army","USAR","V","Engineering and Maintenance Officers","Ordnance","O",1136
"2015","Army","USAR","V","Engineering and Maintenance Officers","Ship Machinery","O",55
"2015","Army","USAR","V","Engineering and Maintenance Officers","Missile Maintenance","O",105
"2015","Army","USAR","V","Engineering and Maintenance Officers","Automotive and Allied","O",805
"2015","Army","USAR","V","Engineering and Maintenance Officers","Electrical/Electronic","O",96
"2015","Army","USAR","V","Engineering and Maintenance Officers","Communications and Radar","O",2836
"2015","Army","USAR","V","Engineering and Maintenance Officers","Construction and Utilities","O",2392
"2015","Army","USAR","V","Engineering and Maintenance Officers","Aviation Maintenance and Allied","O",140
"2015","Army","USAR","V","Medical Administration and Logistics","Medical Logistics","E",1688
"2015","Army","USAR","V","Medical Administration and Logistics","Medical Administration","E",1189
"2015","Army","USAR","V","Biomedical Sciences and Allied Health","Physiology","E",4
"2015","Army","USAR","V","Biomedical Sciences and Allied Health","Diet Therapy","E",629
"2015","Army","USAR","V","Biomedical Sciences and Allied Health","Veterinary Medicine","E",799
"2015","Army","USAR","V","Biomedical Sciences and Allied Health","Ophthalmology/Optometry","E",141
"2015","Army","USAR","V","Biomedical Sciences and Allied Health","Environmental Health/Preventive Medicine Services","E",477
"2015","Army","USAR","V","Biomedical Sciences and Allied Health","Biomedical Equipment Maintenance & Repair Services","E",730
"2015","Army","USAR","V","Missile Guidance, Control and Checkout","Missile Guidance and Control","E",341
"2015","Army","USAR","V","Signal Intelligence/Electronic Warfare","Analysis","E",965
"2015","Army","USAR","V","Signal Intelligence/Electronic Warfare","Electronic Countermeasures","E",307
"2015","Army","USAR","V","Signal Intelligence/Electronic Warfare","Intercept Operators (Code and Non-Code)","E",583
"2015","Army","USAR","V","Signal Intelligence/Electronic Warfare","Signal Intelligence/Electronic Warfare, General","E",119
"2015","Army","USAR","V","General Officers and executives, N.E.C.","General and Flag","O",249
"2015","Army","USAR","V","Supply, Procurement and Allied Officers","Supply","O",547
"2015","Army","USAR","V","Supply, Procurement and Allied Officers","Food Service","O",82
"2015","Army","USAR","V","Supply, Procurement and Allied Officers","Transportation","O",1400
"2015","Army","USAR","V","Supply, Procurement and Allied Officers","Logistics, General","O",6121
"2015","Army","USAR","V","Supply, Procurement and Allied Officers","Procurement and Production","O",93
"2015","Army","USAR","V","Artillery/Gunnery, Rockets, and Missiles","Rocket Artillery","E",944
"2015","Army","USAR","V","Artillery/Gunnery, Rockets, and Missiles","Artillery and Gunnery","E",6386
"2015","Army","USAR","V","Artillery/Gunnery, Rockets, and Missiles","Missile Artillery, Operating Crew","E",2058
"2015","Army","USAR","V","Other Mechanical and Electrical Equipment","Other Mechanical and Electrical Equipment, General","E",1477
"2015","Army","USAR","V","Fire Control Electronic Systems (Non-Missile)","Shipboard and Other Fire Control","E",162
"2015","Army","USAR","V","Mapping, Surveying, Drafting, and Illustrating","Drafting","E",461
"2015","Army","USAR","V","Mapping, Surveying, Drafting, and Illustrating","Surveying","E",457
"2015","NOAA","NOAA","R","Unknown, Officer","Unknown, Officer","O",315
"2015","NOAA","NOAA","R","General Officers and executives, N.E.C.","General and Flag","O",4
"2015","Navy","USN","R","Weather","Weather, General","E",1027
"2015","Navy","USN","R","Air Crew","Air Crew, General","E",4417
"2015","Navy","USN","R","Infantry","Special Forces","E",3069
"2015","Navy","USN","R","Musicians","Musicians, General","E",577
"2015","Navy","USN","R","Personnel","Recruiting and Counseling","E",1356
"2015","Navy","USN","R","Utilities","Electricians","E",991
"2015","Navy","USN","R","Utilities","Utilities, General","E",784
"2015","Navy","USN","R","Automotive","Automotive, General","E",14
"2015","Navy","USN","R","Automotive","Construction Equipment","E",1464
"2015","Navy","USN","R","Seamanship","Boatswains","E",5200
"2015","Navy","USN","R","Seamanship","Navigators","E",2206
"2015","Navy","USN","R","Seamanship","Seamanship, General","E",5667
"2015","Navy","USN","R","Radio/Radar","Radio/Radar, General","E",13043
"2015","Navy","USN","R","Radio/Radar","Navigation, Communication and Countermeasure, N.E.C.","E",7860
"2015","Navy","USN","R","Construction","Steelworking","E",615
"2015","Navy","USN","R","Construction","Construction, General","E",1952
"2015","Navy","USN","R","Construction","Construction Equipment Operation","E",1125
"2015","Navy","USN","R","Food Service","Food Service, General","E",7460
"2015","Navy","USN","R","Intelligence","Image Interpretation","E",2973
"2015","Navy","USN","R","Medical Care","Medical Care and Treatment, General","E",26008
"2015","Navy","USN","R","Metalworking","Machinists","E",688
"2015","Navy","USN","R","ADP Computers","ADP Computers, General","E",10908
"2015","Navy","USN","R","Administration","Legal","E",472
"2015","Navy","USN","R","Administration","Administration, General","E",5115
"2015","Navy","USN","R","Administrators","Police","O",258
"2015","Navy","USN","R","Administrators","Pictorial","O",6
"2015","Navy","USN","R","Administrators","Information","O",246
"2015","Navy","USN","R","Administrators","Data Processing","O",907
"2015","Navy","USN","R","Administrators","Morale and Welfare","O",23
"2015","Navy","USN","R","Administrators","Manpower and Personnel","O",473
"2015","Navy","USN","R","Administrators","Administrators, General","O",465
"2015","Navy","USN","R","Law Enforcement","Law Enforcement, General","E",9186
"2015","Navy","USN","R","Sonar Equipment","Sonar, General","E",5153
"2015","Navy","USN","R","Unknown, Officer","Unknown, Officer","O",4
"2015","Navy","USN","R","Unknown, Enlisted","Unknown, Enlisted","E",803
"2015","Navy","USN","R","Clerical/Personnel","Combined Personnel and Administration, General","E",2618
"2015","Navy","USN","R","Clerical/Personnel","First Sergeants, Sergeants Major, and Leading Chiefs","E",659
"2015","Navy","USN","R","Wire Communications","Interior Communications","E",2172
"2015","Navy","USN","R","Health Care Officers","Nurses","O",2888
"2015","Navy","USN","R","Health Care Officers","Dentists","O",1122
"2015","Navy","USN","R","Health Care Officers","Physicians","O",3802
"2015","Navy","USN","R","Health Care Officers","Health Services Administration","O",2731
"2015","Navy","USN","R","Health Care Officers","Biomedical Sciences and Allied Health Officers","O",11
"2015","Navy","USN","R","Shipboard Propulsion","Auxiliaries","E",7355
"2015","Navy","USN","R","Shipboard Propulsion","Main Propulsion","E",19098
"2015","Navy","USN","R","Intelligence Officers","Intelligence, General","O",1901
"2015","Navy","USN","R","Intelligence Officers","Communications Intelligence","O",1352
"2015","Navy","USN","R","Armament and Munitions","Aviation Ordnance","E",7877
"2015","Navy","USN","R","Armament and Munitions","Mines and Degaussing","E",866
"2015","Navy","USN","R","Other Functional Support","Supply Administration","E",8618
"2015","Navy","USN","R","Other Functional Support","Aviation Maintenance Records and Reports","E",2555
"2015","Navy","USN","R","Information and Education","Information and Education, General","E",1155
"2015","Navy","USN","R","Non-Occupational, Officer","Students","O",6450
"2015","Navy","USN","R","Other Craftworkers, N.E.C.","Other Craftworkers, N.E.C., General","E",5455
"2015","Navy","USN","R","Power Generating Equipment","Electric Power","E",8123
"2015","Navy","USN","R","Not Occupationally Qualified","Not Occupationally Qualified, General","E",11413
"2015","Navy","USN","R","Ordnance Disposal and Diving","Divers","E",1173
"2015","Navy","USN","R","Ordnance Disposal and Diving","EOD/UDT","E",1099
"2015","Navy","USN","R","Scientists and Professionals","Legal","O",846
"2015","Navy","USN","R","Scientists and Professionals","Chaplains","O",811
"2015","Navy","USN","R","Scientists and Professionals","Meteorologists","O",29
"2015","Navy","USN","R","Scientists and Professionals","Physical Scientists","O",340
"2015","Navy","USN","R","Scientists and Professionals","Educators and Instructors","O",162
"2015","Navy","USN","R","Tactical Operations Officers","Aircraft Crews","O",2896
"2015","Navy","USN","R","Tactical Operations Officers","Operations Staff","O",476
"2015","Navy","USN","R","Tactical Operations Officers","Helicopter Pilots","O",1446
"2015","Navy","USN","R","Tactical Operations Officers","Ground and Naval Arms","O",10121
"2015","Navy","USN","R","Tactical Operations Officers","Other Fixed-Wing Pilots","O",4943
"2015","Navy","USN","R","Tactical Operations Officers","Fixed-Wing Fighter and Bomber Pilots","O",955
"2015","Navy","USN","R","Aircraft and Aircraft Related","Aircraft Engines","E",5436
"2015","Navy","USN","R","Aircraft and Aircraft Related","Aircraft, General","E",2565
"2015","Navy","USN","R","Aircraft and Aircraft Related","Aircraft Structures","E",8371
"2015","Navy","USN","R","Aircraft and Aircraft Related","Aircraft Accessories","E",5825
"2015","Navy","USN","R","Aircraft and Aircraft Related","Aircraft Launch Equipment","E",10281
"2015","Navy","USN","R","Radar and Air Traffic Control","Radar","E",6498
"2015","Navy","USN","R","Radar and Air Traffic Control","Air Traffic Control Radar","E",2369
"2015","Navy","USN","R","Religious, Morale and Welfare","Chaplain's Assistants","E",700
"2015","Navy","USN","R","Forward Area Equipment Support","Forward Area Equipment Support, General","E",1708
"2015","Navy","USN","R","Material Receipt, Storage and Issue","Sales Store","E",1925
"2015","Navy","USN","R","Engineering and Maintenance Officers","Other","O",1034
"2015","Navy","USN","R","Engineering and Maintenance Officers","Ordnance","O",204
"2015","Navy","USN","R","Engineering and Maintenance Officers","Ship Machinery","O",1031
"2015","Navy","USN","R","Engineering and Maintenance Officers","Missile Maintenance","O",501
"2015","Navy","USN","R","Engineering and Maintenance Officers","Electrical/Electronic","O",382
"2015","Navy","USN","R","Engineering and Maintenance Officers","Communications and Radar","O",77
"2015","Navy","USN","R","Engineering and Maintenance Officers","Construction and Utilities","O",1374
"2015","Navy","USN","R","Engineering and Maintenance Officers","Aviation Maintenance and Allied","O",1288
"2015","Navy","USN","R","Missile Guidance, Control and Checkout","Missile Guidance and Control","E",9270
"2015","Navy","USN","R","Signal Intelligence/Electronic Warfare","Analysis","E",3875
